,ApplicationSignedHour,ApplicationSignedWeekday,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,MonthlyPaymentDay,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,TARGET,EE,ES,FI,SK
13,17.0,3.0,4.0,2000.0,1.0,31.0,0.0,EE,60.0,56.49,7.0,4.0,3.0,0,3.0,MoreThan5Years,2To5Years,8.0,3.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,7.0,722.4,1.0,53.04,34.11,23.0,False,2.0,2100.0,1574.57,2000.0,1.0,0.0,1.0,0.0,0.0,0.0
14,14.0,2.0,4.0,530.0,1.0,45.0,1.0,EE,60.0,16.92,2.0,4.0,1.0,0,3.0,MoreThan5Years,15To25Years,1.0,9.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,7.0,666.0,1.0,30.32,41.08,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,22.0,4.0,3.0,5500.0,1.0,49.0,0.0,EE,60.0,162.64,2.0,4.0,4.0,0,5.0,MoreThan5Years,MoreThan25Years,13.0,1.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,1.0,250.0,0.0,29.57,137.36,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,15.0,3.0,4.0,6900.0,1.0,31.0,0.0,EE,60.0,212.13,7.0,2.0,3.0,1,3.0,MoreThan5Years,5To10Years,19.0,1.0,833.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,10.0,754.0,4.0,45.75,201.87,15.0,False,1.0,1500.0,1678.75,15900.0,2.0,0.0,0.0,0.0,1.0,0.0
18,14.0,4.0,4.0,3190.0,1.0,22.0,1.0,EE,60.0,155.89,7.0,3.0,3.0,0,3.0,UpTo1Year,LessThan2Years,3.0,2.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,7.0,595.0,5.0,40.21,7.11,8.0,False,2.0,1600.0,1901.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19,12.0,7.0,1.0,530.0,6.0,42.0,1.0,ES,60.0,25.63,7.0,5.0,3.0,0,3.0,UpTo1Year,LessThan2Years,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.0,1097.32,2.0,58.9,61.05,6.0,False,1.0,600.0,344.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,11.0,5.0,4.0,3720.0,4.0,67.0,0.0,FI,60.0,121.52,0.0,3.0,4.0,0,6.0,UpTo2Years,MoreThan25Years,6.0,3.0,0.0,1287.0,0.0,104.0,0.0,0.0,0.0,1391.0,12.0,1637.0,3.0,60.21,53.48,4.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,10.0,2.0,4.0,2500.0,1.0,23.0,1.0,EE,60.0,93.22,6.0,4.0,2.0,0,3.0,UpTo1Year,2To5Years,3.0,7.0,277.0,237.0,0.0,40.0,0.0,0.0,0.0,554.0,4.0,535.0,1.0,48.6,34.78,10.0,False,2.0,3800.0,4456.41,18000.0,8.0,0.0,1.0,0.0,0.0,0.0
25,22.0,4.0,1.0,9565.0,6.0,45.0,0.0,ES,60.0,393.93,2.0,5.0,3.0,0,3.0,MoreThan5Years,15To25Years,17.0,1.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1.0,750.0,0.0,15.76,1356.07,1.0,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
26,9.0,4.0,3.0,3500.0,1.0,28.0,0.0,EE,60.0,160.68,3.0,2.0,3.0,0,3.0,MoreThan5Years,5To10Years,19.0,2.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,1.0,250.0,0.0,38.44,7.32,27.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,9.0,3.0,4.0,4000.0,1.0,28.0,1.0,EE,60.0,153.53,7.0,2.0,2.0,1,3.0,MoreThan5Years,10To15Years,1.0,2.0,0.0,170.0,45.0,38.0,342.0,0.0,0.0,595.0,4.0,515.0,1.0,54.88,18.47,10.0,True,0.0,0.0,0.0,3395.0,1.0,0.0,1.0,0.0,0.0,0.0
28,13.0,3.0,1.0,2000.0,1.0,49.0,1.0,EE,60.0,64.33,6.0,4.0,1.0,1,3.0,MoreThan5Years,MoreThan25Years,14.0,1.0,320.0,0.0,19.0,0.0,0.0,0.0,0.0,339.0,2.0,364.0,1.0,18.98,24.67,12.0,True,0.0,0.0,0.0,2000.0,1.0,1.0,0.0,1.0,0.0,0.0
30,12.0,5.0,3.0,2500.0,4.0,26.0,1.0,FI,6.0,478.44,7.0,3.0,1.0,1,3.0,UpTo3Years,2To5Years,1.0,3.0,1605.0,0.0,95.0,0.0,0.0,0.0,0.0,1700.0,5.0,1400.0,1.0,68.73,21.56,27.0,True,0.0,0.0,0.0,1140.0,2.0,1.0,1.0,0.0,0.0,0.0
31,14.0,2.0,1.0,530.0,1.0,22.0,1.0,EE,60.0,22.33,4.0,2.0,3.0,0,3.0,UpTo5Years,2To5Years,9.0,3.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,2.0,350.0,0.0,18.82,277.67,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,8.0,4.0,1.0,1060.0,1.0,31.0,0.0,EE,60.0,44.16,2.0,4.0,3.0,0,3.0,UpTo5Years,5To10Years,7.0,2.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,9.0,2460.93,3.0,64.34,84.91,10.0,False,1.0,6000.0,2938.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,20.0,2.0,4.0,3000.0,1.0,33.0,0.0,EE,60.0,104.06,0.0,3.0,3.0,0,3.0,MoreThan5Years,10To15Years,6.0,1.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,2.0,619.0,0.0,10.03,314.94,10.0,True,0.0,0.0,0.0,6000.0,2.0,0.0,1.0,0.0,0.0,0.0
37,10.0,6.0,1.0,1595.0,1.0,27.0,0.0,EE,48.0,73.8,3.0,4.0,2.0,2,3.0,UpTo1Year,5To10Years,19.0,4.0,900.0,0.0,0.0,0.0,700.0,0.0,0.0,1600.0,2.0,590.0,0.0,11.49,936.2,16.0,False,1.0,2000.0,2711.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,20.0,4.0,3.0,1500.0,1.0,46.0,0.0,EE,60.0,41.41,2.0,4.0,4.0,0,3.0,UpTo2Years,MoreThan25Years,19.0,8.0,1461.0,150.0,0.0,0.0,0.0,0.0,0.0,1611.0,3.0,893.0,0.0,2.57,676.59,16.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,17.0,2.0,3.0,1000.0,6.0,32.0,0.0,ES,48.0,56.63,2.0,2.0,3.0,0,3.0,MoreThan5Years,10To15Years,1.0,2.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,1.0,350.0,0.0,6.08,525.37,1.0,True,0.0,0.0,0.0,1000.0,1.0,1.0,1.0,0.0,0.0,0.0
40,18.0,2.0,4.0,4000.0,4.0,34.0,0.0,FI,60.0,149.02,2.0,3.0,3.0,0,3.0,MoreThan5Years,15To25Years,6.0,1.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0,9.0,1423.0,5.0,59.16,12.98,15.0,True,0.0,0.0,0.0,4000.0,1.0,1.0,1.0,0.0,0.0,0.0
41,14.0,6.0,1.0,1200.0,1.0,47.0,0.0,EE,60.0,35.56,2.0,3.0,2.0,1,3.0,UpTo3Years,MoreThan25Years,6.0,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,3.0,818.75,0.0,17.46,945.69,15.0,False,1.0,1500.0,302.18,1200.0,1.0,1.0,0.0,0.0,1.0,0.0
42,18.0,2.0,1.0,1000.0,4.0,68.0,0.0,FI,60.0,34.33,8.0,2.0,1.0,0,6.0,MoreThan5Years,MoreThan25Years,1.0,1.0,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,1706.0,8.0,1919.0,1.0,45.1,25.67,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,16.0,3.0,4.0,4785.0,4.0,69.0,1.0,FI,60.0,134.84,7.0,4.0,3.0,0,6.0,MoreThan5Years,MoreThan25Years,11.0,4.0,0.0,1870.0,0.0,0.0,0.0,0.0,0.0,1870.0,12.0,2202.0,5.0,69.99,0.16,25.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,7.0,6.0,3.0,5000.0,6.0,43.0,1.0,ES,18.0,436.33,0.0,5.0,4.0,0,2.0,UpTo1Year,5To10Years,7.0,4.0,950.0,0.0,0.0,0.0,0.0,200.0,0.0,1150.0,6.0,924.0,2.0,68.38,13.67,3.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,10.0,2.0,1.0,4785.0,4.0,43.0,0.0,FI,60.0,159.3,6.0,5.0,1.0,0,3.0,MoreThan5Years,15To25Years,11.0,8.0,1871.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.0,6.0,1658.8,1.0,38.7,285.9,3.0,False,2.0,4635.0,1528.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,20.0,3.0,1.0,500.0,6.0,28.0,0.0,ES,36.0,25.85,1.0,4.0,3.0,0,3.0,UpTo3Years,2To5Years,19.0,2.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1.0,350.0,0.0,3.23,424.15,10.0,True,0.0,0.0,0.0,1200.0,1.0,1.0,1.0,0.0,0.0,0.0
49,23.0,4.0,4.0,2125.0,1.0,37.0,1.0,EE,60.0,81.01,0.0,4.0,3.0,0,3.0,UpTo5Years,15To25Years,12.0,2.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,9.0,1392.0,5.0,45.57,19.99,26.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,12.0,6.0,4.0,500.0,1.0,32.0,1.0,EE,60.0,13.63,2.0,3.0,2.0,1,3.0,UpTo1Year,2To5Years,9.0,3.0,412.0,0.0,64.0,0.0,0.0,0.0,0.0,476.0,4.0,512.31,1.0,14.9,155.06,15.0,False,1.0,500.0,183.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,21.0,7.0,4.0,9565.0,1.0,25.0,0.0,EE,60.0,285.29,0.0,5.0,3.0,0,3.0,UpTo5Years,5To10Years,4.0,2.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,5.0,896.0,2.0,69.45,4.71,27.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,15.0,4.0,4.0,1595.0,1.0,23.0,1.0,EE,60.0,59.64,6.0,4.0,3.0,0,3.0,UpTo1Year,LessThan2Years,16.0,2.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,6.0,424.0,2.0,36.2,24.36,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59,10.0,4.0,4.0,1400.0,1.0,50.0,1.0,EE,36.0,53.16,2.0,4.0,1.0,0,3.0,MoreThan5Years,MoreThan25Years,16.0,1.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,4.0,460.96,2.0,29.04,182.88,15.0,False,1.0,3000.0,3232.35,1400.0,1.0,0.0,1.0,0.0,0.0,0.0
60,18.0,4.0,1.0,3190.0,4.0,58.0,1.0,FI,60.0,115.77,2.0,4.0,4.0,0,3.0,MoreThan5Years,MoreThan25Years,17.0,4.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,6.0,1430.0,1.0,53.05,4.23,14.0,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
61,16.0,6.0,1.0,2655.0,1.0,42.0,0.0,EE,60.0,81.14,2.0,4.0,2.0,1,3.0,UpTo3Years,15To25Years,3.0,1.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,5.0,618.17,0.0,35.92,150.69,15.0,False,3.0,6400.0,2295.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,15.0,2.0,1.0,1000.0,6.0,42.0,0.0,ES,60.0,66.53,0.0,2.0,1.0,2,4.0,MoreThan5Years,10To15Years,11.0,4.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,2.0,640.0,0.0,34.89,315.47,1.0,True,0.0,0.0,0.0,1500.0,1.0,1.0,0.0,0.0,1.0,0.0
63,15.0,5.0,4.0,2655.0,1.0,54.0,1.0,EE,60.0,129.16,0.0,4.0,3.0,0,3.0,UpTo2Years,MoreThan25Years,19.0,4.0,482.0,158.0,0.0,0.0,0.0,0.0,0.0,640.0,8.0,777.0,3.0,60.65,1.84,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,16.0,4.0,1.0,530.0,1.0,30.0,0.0,EE,60.0,14.62,5.0,4.0,3.0,0,3.0,UpTo3Years,5To10Years,4.0,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,2.0,460.0,0.0,9.55,725.38,23.0,False,2.0,1000.0,1043.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,9.0,6.0,4.0,4000.0,1.0,31.0,1.0,EE,60.0,111.65,7.0,4.0,2.0,1,3.0,UpTo2Years,10To15Years,3.0,8.0,850.0,0.0,45.0,0.0,0.0,0.0,0.0,895.0,9.0,1000.99,1.0,37.39,162.36,10.0,False,2.0,1500.0,1166.6,2500.0,1.0,0.0,0.0,1.0,0.0,0.0
66,10.0,4.0,3.0,10000.0,4.0,26.0,0.0,FI,60.0,305.5,7.0,3.0,2.0,1,3.0,UpTo5Years,5To10Years,6.0,4.0,1648.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.0,2.0,800.0,0.0,36.74,542.5,15.0,True,0.0,0.0,0.0,8000.0,3.0,0.0,0.0,0.0,1.0,0.0
68,7.0,5.0,3.0,1000.0,3.0,37.0,0.0,EE,36.0,47.7,8.0,2.0,3.0,0,3.0,UpTo3Years,2To5Years,1.0,2.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,1.0,250.0,0.0,5.97,501.3,10.0,True,0.0,0.0,0.0,600.0,1.0,0.0,0.0,1.0,0.0,0.0
69,8.0,4.0,3.0,2400.0,1.0,34.0,0.0,EE,60.0,68.78,6.0,5.0,1.0,2,3.0,MoreThan5Years,5To10Years,1.0,3.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,5.0,1064.73,0.0,34.77,616.49,15.0,False,3.0,9400.0,3151.42,2400.0,1.0,0.0,1.0,0.0,0.0,0.0
70,14.0,2.0,3.0,900.0,1.0,30.0,1.0,EE,60.0,29.93,7.0,2.0,3.0,0,3.0,MoreThan5Years,15To25Years,9.0,3.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,1.0,393.0,0.0,2.28,887.07,13.0,True,0.0,0.0,0.0,900.0,1.0,0.0,1.0,0.0,0.0,0.0
71,13.0,2.0,1.0,3720.0,6.0,64.0,0.0,ES,48.0,144.44,3.0,4.0,3.0,0,4.0,MoreThan5Years,MoreThan25Years,7.0,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,4.0,2390.0,2.0,62.96,105.56,10.0,False,2.0,4500.0,4947.06,1500.0,1.0,0.0,0.0,0.0,1.0,0.0
72,17.0,3.0,4.0,2655.0,4.0,44.0,0.0,FI,60.0,99.25,6.0,4.0,1.0,1,3.0,UpTo5Years,MoreThan25Years,8.0,6.0,2127.0,0.0,0.0,0.0,0.0,0.0,0.0,2127.0,15.0,2723.0,3.0,49.28,140.75,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,17.0,4.0,4.0,6910.0,1.0,44.0,0.0,EE,60.0,181.18,7.0,4.0,1.0,1,3.0,UpTo1Year,MoreThan25Years,6.0,8.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,7.0,1085.87,2.0,39.16,281.95,25.0,False,1.0,4200.0,1373.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,16.0,6.0,1.0,7970.0,4.0,54.0,0.0,FI,60.0,220.18,2.0,2.0,1.0,0,6.0,MoreThan5Years,MoreThan25Years,1.0,1.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,1100.0,9.0,1028.5,1.0,50.97,39.32,1.0,False,3.0,5160.0,2758.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,18.0,5.0,1.0,1060.0,6.0,56.0,0.0,ES,60.0,37.32,7.0,2.0,1.0,0,6.0,MoreThan5Years,15To25Years,6.0,1.0,0.0,758.0,0.0,0.0,0.0,0.0,0.0,758.0,2.0,435.21,0.0,16.16,285.47,25.0,False,1.0,2000.0,277.78,700.0,1.0,1.0,0.0,1.0,0.0,0.0
79,14.0,6.0,1.0,4785.0,6.0,34.0,0.0,ES,60.0,168.49,7.0,5.0,1.0,2,6.0,MoreThan5Years,2To5Years,1.0,9.0,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,1236.0,2.0,945.0,0.0,60.15,122.51,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,13.0,5.0,3.0,5900.0,6.0,31.0,0.0,ES,18.0,434.03,2.0,5.0,3.0,0,3.0,UpTo4Years,10To15Years,10.0,3.0,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.0,1.0,618.0,0.0,21.05,1009.97,4.0,True,1.0,2900.0,2925.27,4540.0,1.0,1.0,1.0,0.0,0.0,0.0
83,22.0,2.0,4.0,5315.0,3.0,26.0,0.0,EE,60.0,240.36,6.0,2.0,3.0,0,3.0,UpTo5Years,5To10Years,3.0,3.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,7.0,1430.0,2.0,60.03,139.64,25.0,False,1.0,3000.0,3816.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,19.0,2.0,1.0,2126.0,3.0,42.0,0.0,EE,60.0,76.35,-1.0,-1.0,-1.0,empty,-1.0,,,-1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,False,2.0,4252.0,690.47,,0.0,1.0,1.0,0.0,0.0,0.0
85,9.0,2.0,4.0,1060.0,1.0,49.0,1.0,EE,60.0,30.14,7.0,4.0,3.0,0,3.0,MoreThan5Years,10To15Years,3.0,4.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,10.0,1385.06,2.0,67.02,13.8,10.0,False,3.0,6000.0,2175.82,3000.0,1.0,0.0,1.0,0.0,0.0,0.0
86,11.0,5.0,3.0,4785.0,6.0,40.0,0.0,ES,60.0,304.64,0.0,2.0,3.0,0,6.0,UpTo5Years,15To25Years,1.0,2.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0,2.0,660.0,0.0,50.39,235.36,26.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
87,19.0,2.0,3.0,10630.0,4.0,55.0,1.0,FI,60.0,355.68,0.0,3.0,1.0,0,3.0,MoreThan5Years,MoreThan25Years,15.0,1.0,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,10.0,2002.0,1.0,47.82,4.32,15.0,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
89,22.0,5.0,4.0,1594.0,1.0,36.0,0.0,EE,60.0,44.84,-1.0,4.0,-1.0,empty,-1.0,UpTo1Year,,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,6.0,False,4.0,5591.0,,,0.0,1.0,1.0,0.0,0.0,0.0
90,18.0,2.0,3.0,500.0,6.0,30.0,0.0,ES,60.0,21.18,8.0,4.0,3.0,0,3.0,MoreThan5Years,10To15Years,10.0,2.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1.0,375.0,0.0,1.69,853.82,4.0,True,0.0,0.0,0.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0
94,13.0,4.0,1.0,1000.0,6.0,41.0,0.0,ES,48.0,40.0,7.0,2.0,1.0,0,3.0,UpTo2Years,15To25Years,8.0,4.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1.0,360.0,0.0,3.33,800.0,6.0,True,0.0,0.0,0.0,1500.0,1.0,1.0,0.0,0.0,1.0,0.0
97,15.0,4.0,1.0,1060.0,4.0,44.0,0.0,FI,60.0,37.53,5.0,3.0,2.0,0,6.0,MoreThan5Years,10To15Years,1.0,9.0,1000.0,1100.0,0.0,0.0,0.0,0.0,0.0,2100.0,1.0,630.0,0.0,1.79,1432.47,7.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
98,14.0,6.0,1.0,1500.0,6.0,37.0,1.0,ES,60.0,54.56,7.0,1.0,1.0,0,3.0,MoreThan5Years,15To25Years,1.0,8.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,3.0,928.59,0.0,11.76,216.85,10.0,False,1.0,3000.0,323.72,4790.0,2.0,0.0,0.0,1.0,0.0,0.0
99,16.0,2.0,1.0,3185.0,6.0,34.0,1.0,ES,60.0,182.04,7.0,4.0,3.0,0,4.0,UpTo1Year,5To10Years,9.0,2.0,1500.0,0.0,0.0,0.0,0.0,0.0,300.0,1800.0,9.0,1629.0,1.0,60.17,176.96,5.0,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
100,18.0,6.0,1.0,1700.0,1.0,55.0,1.0,EE,60.0,51.96,7.0,4.0,4.0,0,3.0,MoreThan5Years,MoreThan25Years,7.0,1.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,7.0,687.03,1.0,37.86,35.01,25.0,False,2.0,3700.0,575.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,13.0,6.0,4.0,500.0,1.0,22.0,0.0,EE,24.0,33.36,7.0,2.0,2.0,1,3.0,UpTo1Year,2To5Years,6.0,3.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1.0,250.0,0.0,4.99,384.64,25.0,False,0.0,0.0,0.0,600.0,2.0,0.0,1.0,0.0,0.0,0.0
102,10.0,5.0,4.0,2125.0,4.0,69.0,0.0,FI,60.0,59.42,2.0,5.0,1.0,0,6.0,MoreThan5Years,MoreThan25Years,15.0,8.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,2900.0,17.0,2982.55,1.0,62.52,36.03,20.0,False,1.0,2500.0,225.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103,10.0,3.0,4.0,635.0,1.0,26.0,0.0,EE,60.0,21.9,1.0,5.0,3.0,0,3.0,UpTo1Year,2To5Years,7.0,2.0,500.0,241.0,0.0,44.0,0.0,0.0,0.0,785.0,3.0,898.0,1.0,8.9,465.1,15.0,False,2.0,1000.0,1094.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104,20.0,6.0,1.0,5500.0,1.0,50.0,1.0,EE,60.0,155.37,7.0,4.0,1.0,1,3.0,UpTo1Year,MoreThan25Years,1.0,1.0,1500.0,0.0,95.0,0.0,0.0,0.0,0.0,1595.0,2.0,575.73,0.0,15.87,863.9,15.0,False,1.0,1000.0,1073.79,5500.0,1.0,0.0,1.0,0.0,0.0,0.0
105,20.0,2.0,4.0,500.0,6.0,24.0,0.0,ES,60.0,33.03,7.0,3.0,3.0,0,2.0,UpTo1Year,2To5Years,9.0,2.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,5.0,835.0,1.0,56.24,21.97,1.0,False,1.0,1500.0,1639.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0
106,16.0,6.0,4.0,2125.0,6.0,26.0,1.0,ES,60.0,89.19,4.0,5.0,3.0,0,3.0,UpTo1Year,2To5Years,7.0,2.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,6.0,752.0,3.0,31.91,72.81,5.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
107,17.0,6.0,3.0,1595.0,6.0,52.0,1.0,ES,60.0,101.55,2.0,4.0,4.0,1,3.0,MoreThan5Years,MoreThan25Years,4.0,8.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,2.0,1055.0,0.0,8.58,27.45,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,19.0,3.0,3.0,2800.0,6.0,69.0,1.0,ES,60.0,79.44,7.0,2.0,5.0,3,6.0,MoreThan5Years,10To15Years,1.0,1.0,0.0,634.0,0.0,0.0,0.0,0.0,0.0,634.0,1.0,350.0,0.0,12.53,204.56,1.0,True,0.0,0.0,0.0,2800.0,1.0,1.0,1.0,0.0,0.0,0.0
110,10.0,2.0,3.0,10630.0,1.0,24.0,1.0,EE,60.0,364.09,0.0,5.0,3.0,0,3.0,UpTo1Year,LessThan2Years,15.0,2.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,3.0,316.0,2.0,58.82,4.91,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,14.0,2.0,1.0,3190.0,6.0,39.0,0.0,ES,60.0,168.62,7.0,3.0,3.0,0,3.0,UpTo3Years,5To10Years,17.0,2.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,2.0,780.0,1.0,18.74,381.38,1.0,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
112,16.0,2.0,4.0,1060.0,1.0,32.0,0.0,EE,60.0,28.44,6.0,3.0,1.0,1,3.0,UpTo3Years,10To15Years,15.0,7.0,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,11.0,1131.0,1.0,49.54,76.56,15.0,False,0.0,0.0,0.0,9000.0,1.0,0.0,1.0,0.0,0.0,0.0
113,16.0,3.0,1.0,3000.0,3.0,69.0,1.0,EE,60.0,97.13,1.0,5.0,1.0,0,6.0,MoreThan5Years,MoreThan25Years,1.0,1.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,385.0,1.0,250.0,0.0,25.23,37.87,15.0,True,0.0,0.0,0.0,3000.0,1.0,0.0,1.0,0.0,0.0,0.0
114,5.0,4.0,4.0,2125.0,3.0,39.0,0.0,EE,60.0,85.93,2.0,2.0,1.0,1,3.0,MoreThan5Years,15To25Years,7.0,7.0,415.0,158.0,0.0,0.0,0.0,0.0,0.0,573.0,5.0,711.71,2.0,52.99,19.36,16.0,False,1.0,5500.0,4320.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
