,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,DEFAULT,NrDependantsGiven
59,IncomeExpensesVerified,1400.0,Estonian,50,Female,EE,36,53.16,Home improvement,EducationLoan,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Education,Owner,610.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,4,460.96,2,29.04,182.88,0,1.0,3000.0,3232.35,1400.0,1.0,0,0
60,IncomeUnverified,3190.0,Finnish,58,Female,FI,60,115.77,Home improvement,EducationLoan,Divorced,0,Fully employed,MoreThan5Years,MoreThan25Years,Healthcare,"Tenant, unfurnished Property",1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,6,1430.0,1,53.05,4.23,1,0.0,0.0,0.0,0.0,0.0,1,0
61,IncomeUnverified,2655.0,Estonian,42,Male,EE,60,81.14,Home improvement,EducationLoan,Cohabitant,1,Fully employed,UpTo3Years,15To25Years,Processing,Owner,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,5,618.17,0,35.92,150.69,0,3.0,6400.0,2295.01,0.0,0.0,1,0
62,IncomeUnverified,1000.0,Spanish,42,Male,ES,60,66.53,Loan consolidation,Home improvement,Married,2,Self-employed,MoreThan5Years,10To15Years,Finance and insurance,"Tenant, unfurnished Property",1022.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,2,640.0,0,34.89,315.47,1,0.0,0.0,0.0,1500.0,1.0,1,0
63,IncomeExpensesVerified,2655.0,Estonian,54,Female,EE,60,129.16,Loan consolidation,EducationLoan,Single,0,Fully employed,UpTo2Years,MoreThan25Years,Agriculture,"Tenant, unfurnished Property",482.0,158.0,0.0,0.0,0.0,0.0,0.0,640.0,8,777.0,3,60.65,1.84,1,0.0,0.0,0.0,0.0,0.0,0,0
64,IncomeUnverified,530.0,Estonian,30,Male,EE,60,14.62,Travel,EducationLoan,Single,0,Fully employed,UpTo3Years,5To10Years,Energy,Owner,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,2,460.0,0,9.55,725.38,0,2.0,1000.0,1043.97,0.0,0.0,0,0
65,IncomeExpensesVerified,4000.0,Estonian,31,Female,EE,60,111.65,Other,EducationLoan,Cohabitant,1,Fully employed,UpTo2Years,10To15Years,Processing,Mortgage,850.0,0.0,45.0,0.0,0.0,0.0,0.0,895.0,9,1000.99,1,37.39,162.36,0,2.0,1500.0,1166.6,2500.0,1.0,0,0
66,IncomeVerified,10000.0,Finnish,26,Male,FI,60,305.5,Other,Business,Cohabitant,1,Fully employed,UpTo5Years,5To10Years,Construction,"Tenant, unfurnished Property",1648.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.0,2,800.0,0,36.74,542.5,1,0.0,0.0,0.0,8000.0,3.0,0,0
68,IncomeVerified,1000.0,Russian,37,Male,EE,36,47.7,Health,Home improvement,Single,0,Fully employed,UpTo3Years,2To5Years,Other,Living with Parents,799.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,1,250.0,0,5.97,501.3,1,0.0,0.0,0.0,600.0,1.0,0,0
69,IncomeVerified,2400.0,Estonian,34,Male,EE,60,68.78,Vehicle,Travel,Married,2,Fully employed,MoreThan5Years,5To10Years,Other,"Tenant, Pre-furnished Property",1750.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,5,1064.73,0,34.77,616.49,0,3.0,9400.0,3151.42,2400.0,1.0,0,0
70,IncomeVerified,900.0,Estonian,30,Female,EE,60,29.93,Other,Home improvement,Single,0,Fully employed,MoreThan5Years,15To25Years,Hospitality and catering,"Tenant, Pre-furnished Property",1310.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,1,393.0,0,2.28,887.07,1,0.0,0.0,0.0,900.0,1.0,0,0
71,IncomeUnverified,3720.0,Spanish,64,Male,ES,48,144.44,Business,EducationLoan,Single,0,Self-employed,MoreThan5Years,MoreThan25Years,Retail and wholesale,Owner,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,4,2390.0,2,62.96,105.56,0,2.0,4500.0,4947.06,1500.0,1.0,0,0
72,IncomeExpensesVerified,2655.0,Finnish,44,Male,FI,60,99.25,Vehicle,EducationLoan,Married,1,Fully employed,UpTo5Years,MoreThan25Years,Transport and warehousing,Joint Tenant,2127.0,0.0,0.0,0.0,0.0,0.0,0.0,2127.0,15,2723.0,3,49.28,140.75,1,0.0,0.0,0.0,0.0,0.0,0,0
73,IncomeExpensesVerified,6910.0,Estonian,44,Male,EE,60,181.18,Other,EducationLoan,Married,1,Fully employed,UpTo1Year,MoreThan25Years,Construction,Mortgage,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,7,1085.87,2,39.16,281.95,0,1.0,4200.0,1373.85,0.0,0.0,0,0
75,IncomeUnverified,7970.0,Finnish,54,Male,FI,60,220.18,Home improvement,Home improvement,Married,0,Retiree,MoreThan5Years,MoreThan25Years,Other,Owner,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,1100.0,9,1028.5,1,50.97,39.32,0,3.0,5160.0,2758.34,0.0,0.0,0,0
77,IncomeUnverified,1060.0,Spanish,56,Male,ES,60,37.32,Other,Home improvement,Married,0,Retiree,MoreThan5Years,15To25Years,Construction,Owner,0.0,758.0,0.0,0.0,0.0,0.0,0.0,758.0,2,435.21,0,16.16,285.47,0,1.0,2000.0,277.78,700.0,1.0,1,0
79,IncomeUnverified,4785.0,Spanish,34,Male,ES,60,168.49,Other,Travel,Married,2,Retiree,MoreThan5Years,2To5Years,Other,Owner with Encumbrance,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,1236.0,2,945.0,0,60.15,122.51,1,0.0,0.0,0.0,0.0,0.0,0,0
80,IncomeVerified,5900.0,Spanish,31,Male,ES,18,434.03,Home improvement,Travel,Single,0,Fully employed,UpTo4Years,10To15Years,Info and telecom,"Tenant, Pre-furnished Property",2062.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.0,1,618.0,0,21.05,1009.97,1,1.0,2900.0,2925.27,4540.0,1.0,1,0
83,IncomeExpensesVerified,5315.0,Russian,26,Male,EE,60,240.36,Vehicle,Home improvement,Single,0,Fully employed,UpTo5Years,5To10Years,Processing,"Tenant, Pre-furnished Property",1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,7,1430.0,2,60.03,139.64,0,1.0,3000.0,3816.19,0.0,0.0,0,0
84,IncomeUnverified,2126.0,Russian,42,Male,EE,60,76.35,NoUseOfLoanGiven,NoEducationGiven,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,,,NoOccupationAreaGiven,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,2.0,4252.0,690.47,,0.0,1,1
85,IncomeExpensesVerified,1060.0,Estonian,49,Female,EE,60,30.14,Other,EducationLoan,Single,0,Fully employed,MoreThan5Years,10To15Years,Processing,"Tenant, unfurnished Property",800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,10,1385.06,2,67.02,13.8,0,3.0,6000.0,2175.82,3000.0,1.0,0,0
86,IncomeVerified,4785.0,Spanish,40,Male,ES,60,304.64,Loan consolidation,Home improvement,Single,0,Retiree,UpTo5Years,15To25Years,Other,Living with Parents,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0,2,660.0,0,50.39,235.36,1,0.0,0.0,0.0,0.0,0.0,1,0
87,IncomeVerified,10630.0,Finnish,55,Female,FI,60,355.68,Loan consolidation,Business,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,CivilService,Owner,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,10,2002.0,1,47.82,4.32,1,0.0,0.0,0.0,0.0,0.0,1,0
89,IncomeExpensesVerified,1594.0,Estonian,36,Male,EE,60,44.84,NoUseOfLoanGiven,EducationLoan,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,UpTo1Year,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0,0.0,0,0.0,0.0,0,4.0,5591.0,,,0.0,1,1
90,IncomeVerified,500.0,Spanish,30,Male,ES,60,21.18,Health,EducationLoan,Single,0,Fully employed,MoreThan5Years,10To15Years,Info and telecom,Living with Parents,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1,375.0,0,1.69,853.82,1,0.0,0.0,0.0,500.0,1.0,1,0
94,IncomeUnverified,1000.0,Spanish,41,Male,ES,48,40.0,Other,Home improvement,Married,0,Fully employed,UpTo2Years,15To25Years,Transport and warehousing,"Tenant, unfurnished Property",1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1,360.0,0,3.33,800.0,1,0.0,0.0,0.0,1500.0,1.0,1,0
97,IncomeUnverified,1060.0,Finnish,44,Male,FI,60,37.53,Travel,Business,Cohabitant,0,Retiree,MoreThan5Years,10To15Years,Other,Owner with Encumbrance,1000.0,1100.0,0.0,0.0,0.0,0.0,0.0,2100.0,1,630.0,0,1.79,1432.47,1,0.0,0.0,0.0,0.0,0.0,1,0
98,IncomeUnverified,1500.0,Spanish,37,Female,ES,60,54.56,Other,Real estate,Married,0,Fully employed,MoreThan5Years,15To25Years,Other,Mortgage,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,3,928.59,0,11.76,216.85,0,1.0,3000.0,323.72,4790.0,2.0,0,0
99,IncomeUnverified,3185.0,Spanish,34,Female,ES,60,182.04,Other,EducationLoan,Single,0,Self-employed,UpTo1Year,5To10Years,Hospitality and catering,Living with Parents,1500.0,0.0,0.0,0.0,0.0,0.0,300.0,1800.0,9,1629.0,1,60.17,176.96,1,0.0,0.0,0.0,0.0,0.0,1,0
100,IncomeUnverified,1700.0,Estonian,55,Female,EE,60,51.96,Other,EducationLoan,Divorced,0,Fully employed,MoreThan5Years,MoreThan25Years,Retail and wholesale,Owner,700.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,7,687.03,1,37.86,35.01,0,2.0,3700.0,575.61,0.0,0.0,0,0
101,IncomeExpensesVerified,500.0,Estonian,22,Male,EE,24,33.36,Other,Home improvement,Cohabitant,1,Fully employed,UpTo1Year,2To5Years,Construction,"Tenant, Pre-furnished Property",668.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1,250.0,0,4.99,384.64,0,0.0,0.0,0.0,600.0,2.0,0,0
102,IncomeExpensesVerified,2125.0,Finnish,69,Male,FI,60,59.42,Home improvement,Travel,Married,0,Retiree,MoreThan5Years,MoreThan25Years,CivilService,Mortgage,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,2900.0,17,2982.55,1,62.52,36.03,0,1.0,2500.0,225.76,0.0,0.0,0,0
103,IncomeExpensesVerified,635.0,Estonian,26,Male,EE,60,21.9,Real estate,Travel,Single,0,Fully employed,UpTo1Year,2To5Years,Retail and wholesale,Living with Parents,500.0,241.0,0.0,44.0,0.0,0.0,0.0,785.0,3,898.0,1,8.9,465.1,0,2.0,1000.0,1094.54,0.0,0.0,0,0
104,IncomeUnverified,5500.0,Estonian,50,Female,EE,60,155.37,Other,EducationLoan,Married,1,Fully employed,UpTo1Year,MoreThan25Years,Other,Owner,1500.0,0.0,95.0,0.0,0.0,0.0,0.0,1595.0,2,575.73,0,15.87,863.9,0,1.0,1000.0,1073.79,5500.0,1.0,0,0
105,IncomeExpensesVerified,500.0,Spanish,24,Male,ES,60,33.03,Other,Business,Single,0,Partially employed,UpTo1Year,2To5Years,Hospitality and catering,Living with Parents,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,5,835.0,1,56.24,21.97,0,1.0,1500.0,1639.06,0.0,0.0,1,0
106,IncomeExpensesVerified,2125.0,Spanish,26,Female,ES,60,89.19,EducationLoan,Travel,Single,0,Fully employed,UpTo1Year,2To5Years,Retail and wholesale,Living with Parents,621.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,6,752.0,3,31.91,72.81,1,0.0,0.0,0.0,0.0,0.0,1,0
107,IncomeVerified,1595.0,Spanish,52,Female,ES,60,101.55,Home improvement,EducationLoan,Divorced,1,Fully employed,MoreThan5Years,MoreThan25Years,Energy,Mortgage,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,2,1055.0,0,8.58,27.45,1,0.0,0.0,0.0,0.0,0.0,0,0
108,IncomeVerified,2800.0,Spanish,69,Female,ES,60,79.44,Other,Home improvement,Widow,3,Retiree,MoreThan5Years,10To15Years,Other,Owner,0.0,634.0,0.0,0.0,0.0,0.0,0.0,634.0,1,350.0,0,12.53,204.56,1,0.0,0.0,0.0,2800.0,1.0,1,0
110,IncomeVerified,10630.0,Estonian,24,Female,EE,60,364.09,Loan consolidation,Travel,Single,0,Fully employed,UpTo1Year,LessThan2Years,CivilService,Living with Parents,619.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,3,316.0,2,58.82,4.91,1,0.0,0.0,0.0,0.0,0.0,0,0
111,IncomeUnverified,3190.0,Spanish,39,Male,ES,60,168.62,Other,Business,Single,0,Fully employed,UpTo3Years,5To10Years,Healthcare,Living with Parents,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,2,780.0,1,18.74,381.38,1,0.0,0.0,0.0,0.0,0.0,1,0
112,IncomeExpensesVerified,1060.0,Estonian,32,Male,EE,60,28.44,Vehicle,Business,Married,1,Fully employed,UpTo3Years,10To15Years,CivilService,Joint Ownership,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,11,1131.0,1,49.54,76.56,0,0.0,0.0,0.0,9000.0,1.0,0,0
113,IncomeUnverified,3000.0,Russian,69,Female,EE,60,97.13,Real estate,Travel,Married,0,Retiree,MoreThan5Years,MoreThan25Years,Other,Owner,0.0,385.0,0.0,0.0,0.0,0.0,0.0,385.0,1,250.0,0,25.23,37.87,1,0.0,0.0,0.0,3000.0,1.0,0,0
114,IncomeExpensesVerified,2125.0,Russian,39,Male,EE,60,85.93,Home improvement,Home improvement,Married,1,Fully employed,MoreThan5Years,15To25Years,Retail and wholesale,Joint Ownership,415.0,158.0,0.0,0.0,0.0,0.0,0.0,573.0,5,711.71,2,52.99,19.36,0,1.0,5500.0,4320.95,0.0,0.0,0,0
115,IncomeUnverified,5315.0,Finnish,51,Male,FI,60,152.98,Health,Travel,Cohabitant,0,Fully employed,MoreThan5Years,MoreThan25Years,CivilService,Joint Ownership,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,5,1721.52,0,33.31,375.5,0,1.0,1705.0,162.19,10000.0,1.0,0,0
116,IncomeUnverified,500.0,Estonian,46,Female,EE,60,14.13,Other,EducationLoan,Single,1,Fully employed,MoreThan5Years,MoreThan25Years,Processing,Owner,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,4,420.6,0,41.05,15.27,0,1.0,1000.0,890.95,500.0,1.0,0,0
118,IncomeExpensesVerified,5315.0,Estonian,51,Male,EE,60,166.62,Home improvement,EducationLoan,Cohabitant,3,Fully employed,UpTo4Years,MoreThan25Years,Utilities,Owner,775.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,9,1254.49,6,40.14,213.89,0,1.0,2500.0,1249.28,0.0,0.0,1,0
119,IncomeVerified,3000.0,Finnish,39,Male,FI,60,112.38,Loan consolidation,Business,Single,0,Fully employed,UpTo2Years,15To25Years,Construction,Owner with Encumbrance,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,5,1356.0,0,18.41,831.62,1,0.0,0.0,0.0,3000.0,1.0,1,0
121,IncomeVerified,2125.0,Estonian,48,Female,EE,60,72.53,Home improvement,EducationLoan,Married,0,Fully employed,UpTo1Year,MoreThan25Years,Agriculture,"Tenant, unfurnished Property",330.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,1,250.0,0,21.98,7.47,1,0.0,0.0,0.0,0.0,0.0,0,0
122,IncomeExpensesVerified,5000.0,Estonian,21,Male,EE,36,236.32,Home improvement,Business,Cohabitant,0,Fully employed,UpTo1Year,2To5Years,Construction,Owner,598.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,1,250.0,0,39.52,111.68,1,0.0,0.0,0.0,5000.0,1.0,0,0
123,IncomeExpensesVerified,500.0,Estonian,30,Female,EE,18,34.24,Vehicle,EducationLoan,Single,0,Fully employed,MoreThan5Years,5To10Years,Other,"Tenant, Pre-furnished Property",700.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,10,730.99,1,57.46,47.77,0,1.0,500.0,97.37,500.0,1.0,0,0
124,IncomeVerified,2500.0,Finnish,40,Male,FI,12,240.64,Other,Business,Single,1,Fully employed,MoreThan5Years,10To15Years,Other,"Tenant, unfurnished Property",2949.0,0.0,0.0,0.0,0.0,0.0,0.0,2949.0,5,1785.83,0,38.74,922.53,0,1.0,2000.0,1598.51,2500.0,1.0,0,0
126,IncomeExpensesVerified,8505.0,Finnish,44,Female,FI,60,265.67,Other,EducationLoan,Divorced,0,Fully employed,MoreThan5Years,15To25Years,Healthcare,Owner,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0,15,1896.61,2,65.7,75.72,0,1.0,2500.0,518.53,0.0,0.0,0,0
131,IncomeExpensesVerified,1595.0,Russian,56,Male,EE,60,43.79,Other,Home improvement,Married,0,Fully employed,UpTo2Years,15To25Years,Construction,Owner,490.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,5,596.0,2,30.37,91.21,1,0.0,0.0,0.0,0.0,0.0,1,0
134,IncomeExpensesVerified,500.0,Estonian,26,Female,EE,60,24.02,Loan consolidation,Home improvement,Single,1,Fully employed,UpTo2Years,10To15Years,Hospitality and catering,"Tenant, unfurnished Property",496.0,0.0,64.0,0.0,0.0,0.0,0.0,560.0,5,714.0,1,37.15,101.98,1,0.0,0.0,0.0,1000.0,1.0,1,0
135,IncomeUnverified,1000.0,Finnish,24,Female,FI,48,35.21,Vehicle,EducationLoan,Single,0,Fully employed,UpTo1Year,5To10Years,Real-estate,"Tenant, unfurnished Property",2100.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2,675.0,0,3.82,1389.79,1,0.0,0.0,0.0,0.0,0.0,0,0
136,IncomeVerified,1060.0,Estonian,53,Female,EE,60,32.87,Loan consolidation,EducationLoan,Divorced,0,Fully employed,UpTo5Years,15To25Years,Hospitality and catering,"Tenant, Pre-furnished Property",430.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,6,466.0,3,40.2,7.13,1,0.0,0.0,0.0,0.0,0.0,0,0
137,IncomeExpensesVerified,2000.0,Estonian,23,Male,EE,60,96.04,Travel,Home improvement,Single,0,Fully employed,UpTo3Years,5To10Years,Transport and warehousing,Owner,640.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,8,1337.27,4,41.14,126.69,0,2.0,1300.0,247.5,4000.0,2.0,0,0
138,IncomeUnverified,10630.0,Finnish,47,Female,FI,60,328.16,Loan consolidation,EducationLoan,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Healthcare,Council House,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,4,860.0,1,27.27,811.84,0,0.0,0.0,0.0,2245.0,1.0,1,0
139,IncomeUnverified,700.0,Spanish,37,Male,ES,60,22.75,Other,Business,Single,2,Fully employed,UpTo5Years,15To25Years,Hospitality and catering,"Tenant, Pre-furnished Property",1000.0,0.0,0.0,0.0,0.0,200.0,0.0,1200.0,2,383.81,0,3.88,793.44,0,1.0,500.0,74.27,1000.0,2.0,1,0
140,IncomeExpensesVerified,106.0,Estonian,40,Female,EE,60,2.99,NoUseOfLoanGiven,Travel,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,UpTo5Years,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.0,0,0.0,0,0.0,0.0,0,28.0,29973.0,487.23,,0.0,1,1
141,IncomeVerified,6000.0,Estonian,46,Female,EE,60,179.8,Health,EducationLoan,Married,2,Fully employed,MoreThan5Years,MoreThan25Years,ArtEntertainment,Joint Ownership,1022.0,0.0,90.0,0.0,0.0,0.0,0.0,1112.0,2,633.56,0,43.2,298.64,0,1.0,7100.0,7192.81,6000.0,1.0,0,0
142,IncomeExpensesVerified,10000.0,Estonian,52,Male,EE,60,285.58,Business,Travel,Single,0,Entrepreneur,MoreThan5Years,MoreThan25Years,Retail and wholesale,Owner,2096.0,0.0,0.0,0.0,0.0,0.0,366.0,2462.0,4,1619.0,0,13.22,557.42,1,0.0,0.0,0.0,0.0,0.0,0,0
143,IncomeUnverified,1500.0,Finnish,33,Female,FI,60,43.55,Real estate,Travel,Single,0,Fully employed,UpTo5Years,10To15Years,Hospitality and catering,"Tenant, Pre-furnished Property",3290.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,3,1287.71,0,10.46,1958.74,0,1.0,2000.0,1196.44,1500.0,1.0,1,0
144,IncomeUnverified,1000.0,Spanish,46,Male,ES,60,29.23,Other,Business,Married,3,Self-employed,MoreThan5Years,MoreThan25Years,Construction,Mortgage,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,3,853.0,0,10.94,417.77,1,0.0,0.0,0.0,4155.0,1.0,0,0
145,IncomeExpensesVerified,500.0,Estonian,64,Female,EE,60,15.14,Home improvement,EducationLoan,Widow,0,Retiree,MoreThan5Years,MoreThan25Years,Finance and insurance,Council House,0.0,285.0,0.0,27.0,0.0,0.0,0.0,312.0,1,250.0,0,4.85,46.86,1,0.0,0.0,0.0,500.0,1.0,0,0
146,IncomeVerified,3000.0,Finnish,58,Male,FI,60,115.07,Other,EducationLoan,Cohabitant,1,Retiree,MoreThan5Years,MoreThan25Years,Healthcare,Joint Ownership,0.0,1005.0,0.0,201.0,0.0,0.0,0.0,1206.0,6,597.0,0,17.58,493.93,1,0.0,0.0,0.0,2510.0,1.0,1,0
147,IncomeExpensesVerified,2125.0,Finnish,50,Female,FI,60,83.17,Other,EducationLoan,Divorced,1,Retiree,MoreThan5Years,MoreThan25Years,Other,"Tenant, unfurnished Property",0.0,767.0,144.0,177.0,0.0,154.0,0.0,1242.0,9,1491.0,3,50.9,109.83,1,0.0,0.0,0.0,0.0,0.0,0,0
149,IncomeExpensesVerified,7000.0,Russian,31,Male,EE,60,219.95,Home improvement,Home improvement,Single,0,Fully employed,TrialPeriod,10To15Years,Other,Living with Parents,500.0,180.0,0.0,53.0,0.0,0.0,0.0,733.0,1,250.0,0,30.01,263.05,0,0.0,0.0,0.0,2100.0,2.0,1,0
150,IncomeUnverified,500.0,Estonian,38,Female,EE,36,22.79,Home improvement,EducationLoan,Cohabitant,1,Fully employed,UpTo2Years,5To10Years,Hospitality and catering,Owner,600.0,0.0,134.0,0.0,0.0,0.0,0.0,734.0,5,448.0,1,26.67,288.21,1,0.0,0.0,0.0,500.0,2.0,0,0
151,IncomeExpensesVerified,10630.0,Estonian,36,Male,EE,60,345.35,Home improvement,EducationLoan,Married,0,Fully employed,MoreThan5Years,15To25Years,Other,Owner,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,5,980.0,2,56.13,166.65,1,0.0,0.0,0.0,0.0,0.0,0,0
152,IncomeVerified,7440.0,Spanish,46,Male,ES,60,274.29,Other,Travel,Married,0,Fully employed,MoreThan5Years,15To25Years,Other,Mortgage,2049.0,0.0,0.0,0.0,0.0,0.0,0.0,2049.0,11,2199.0,4,44.23,6.71,1,0.0,0.0,0.0,0.0,0.0,1,0
153,IncomeUnverified,2500.0,Estonian,21,Male,EE,60,115.99,Loan consolidation,EducationLoan,Single,0,Fully employed,UpTo2Years,2To5Years,Other,"Tenant, Pre-furnished Property",600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,2,388.42,0,42.4,95.59,1,0.0,0.0,0.0,2500.0,1.0,0,0
154,IncomeUnverified,500.0,Estonian,32,Male,EE,60,16.98,Business,EducationLoan,Cohabitant,2,Entrepreneur,UpTo3Years,10To15Years,Construction,Joint Ownership,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,3,1103.57,0,18.72,1179.45,0,2.0,9875.0,1881.15,0.0,0.0,0,0
155,IncomeVerified,3190.0,Estonian,62,Female,EE,60,88.44,Home improvement,EducationLoan,Single,0,Fully employed,MoreThan5Years,MoreThan25Years,Hospitality and catering,Joint Tenant,0.0,345.0,0.0,0.0,0.0,0.0,0.0,345.0,1,250.0,0,25.63,6.56,0,1.0,2000.0,2647.24,0.0,0.0,0,0
156,IncomeVerified,4785.0,Spanish,51,Male,ES,60,291.94,Other,EducationLoan,Divorced,2,Fully employed,MoreThan5Years,MoreThan25Years,Other,"Tenant, unfurnished Property",1242.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,1,372.0,0,23.51,578.06,1,0.0,0.0,0.0,0.0,0.0,1,0
158,IncomeVerified,4000.0,Estonian,28,Male,EE,60,124.63,Loan consolidation,Business,Cohabitant,0,Fully employed,UpTo2Years,5To10Years,Processing,Owner,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,6,919.0,1,32.11,568.37,0,6.0,4044.2673,5305.7077,5000.0,2.0,0,0
159,IncomeUnverified,2500.0,Spanish,49,Female,ES,60,166.35,Home improvement,EducationLoan,Married,2,Self-employed,UpTo2Years,10To15Years,Administrative,"Tenant, unfurnished Property",1000.0,0.0,0.0,0.0,0.0,0.0,600.0,1600.0,2,523.88,0,21.02,309.77,0,1.0,1500.0,123.52,4755.0,2.0,1,0
162,IncomeExpensesVerified,1000.0,Estonian,45,Female,EE,6,177.91,Home improvement,EducationLoan,Married,1,Fully employed,UpTo1Year,15To25Years,Info and telecom,Owner,681.0,0.0,0.0,0.0,45.0,0.0,100.0,826.0,2,358.0,0,34.61,290.09,1,0.0,0.0,0.0,1000.0,1.0,0,0
163,IncomeExpensesVerified,530.0,Estonian,38,Male,EE,60,17.46,Travel,EducationLoan,Married,2,Fully employed,MoreThan5Years,10To15Years,Processing,Mortgage,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,8,807.0,0,48.27,75.54,1,0.0,0.0,0.0,0.0,0.0,0,0
166,IncomeUnverified,1000.0,Spanish,64,Male,ES,6,201.13,Other,EducationLoan,Single,0,Self-employed,MoreThan5Years,MoreThan25Years,Retail and wholesale,Owner,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1,360.0,0,16.76,638.87,1,0.0,0.0,0.0,1500.0,1.0,0,0
167,IncomeVerified,1500.0,Spanish,48,Male,ES,18,162.0,Other,EducationLoan,Single,0,Fully employed,UpTo1Year,5To10Years,Other,Living with Parents,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,10,1076.8,2,68.48,18.2,0,1.0,1600.0,280.51,2000.0,2.0,1,0
168,IncomeExpensesVerified,3000.0,Russian,46,Female,EE,24,163.63,Travel,Travel,Married,0,Fully employed,UpTo5Years,15To25Years,Retail and wholesale,Owner,567.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,5,590.98,3,54.96,5.39,0,1.0,2500.0,1566.12,3000.0,1.0,0,0
